"1","13"
"2","17"
"3","2"
"4","18"
"5","17"
"6","25"
"7","23"
"8","22"
"9","20"
"10","6"
"11","9"
"12","11"
"13","19"
"14","4"
"15","5"
"16","1"
"17","8"
"18","2"
"19","12"
"20","16"
"21","0"
"22","25"
"23","17"
"24","17"
"25","1"
"26","22"
"27","8"
"28","21"
"29","12"
"30","1"
"31","23"
"32","10"
"33","16"
"34","10"
"35","17"
"36","3"
"37","1"
"38","15"
"39","12"
"40","16"
"41","11"
"42","0"
"43","17"
"44","1"
"45","23"
"46","12"
"47","14"
"48","24"
"49","0"
"50","0"
"51","3"
"52","22"
"53","20"
"54","3"
"55","14"
"56","25"
"57","9"
"58","15"
"59","14"
"60","1"
"61","2"
"62","11"
"63","12"
"64","0"
"65","6"
"66","6"
"67","20"
"68","1"
"69","3"
"70","24"
"71","22"
"72","21"
"73","8"
"74","21"
"75","18"
"76","0"
"77","17"
"78","6"
"79","19"


"Confusion Matrix"
"Act\Pre","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","U","V","W","X","Y","Z"
"A","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"B","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"C","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"E","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"G","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"H","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"I","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"K","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"L","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"M","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"N","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"P","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"Q","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"R","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"S","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"T","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"U","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"V","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0"
"W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0"
"X","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0"
"Z","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2"


"Precision"
"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","U","V","W","X","Y","Z"
"0.5","0.14285714285714285","1.0","0.5","1.0","1.0","0.75","0.0","1.0","1.0","0.5","1.0","0.4","1.0","1.0","1.0","1.0","0.42857142857142855","1.0","1.0","1.0","0.6666666666666666","0.75","0.6666666666666666","1.0","0.6666666666666666"
"Recall"
"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","U","V","W","X","Y","Z"
"0.75","0.5","0.75","0.6666666666666666","1.0","0.5","0.75","0.0","1.0","0.5","0.3333333333333333","0.75","0.6666666666666666","0.25","1.0","0.6666666666666666","1.0","0.75","0.6666666666666666","1.0","1.0","0.6666666666666666","1.0","1.0","0.6666666666666666","0.6666666666666666"

"F1-Measures"
"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","U","V","W","X","Y","Z"
"0.6","0.22222222222222224","0.8571428571428571","0.5714285714285715","1.0","0.6666666666666666","0.75","0.0","1.0","0.6666666666666666","0.4","0.8571428571428571","0.5","0.4","1.0","0.8","1.0","0.5454545454545454","0.8","1.0","1.0","0.6666666666666666","0.8571428571428571","0.8","0.8","0.6666666666666666"

"Accuracy","0.6962025316455697"
"F1-Macro","0.7087384837384838"
"F1-Weighted","0.699609111001516"
