"1","20"
"2","25"
"3","2"
"4","18"
"5","17"
"6","11"
"7","23"
"8","22"
"9","4"
"10","6"
"11","15"
"12","11"
"13","24"
"14","1"
"15","5"
"16","6"
"17","8"
"18","2"
"19","12"
"20","16"
"21","0"
"22","1"
"23","17"
"24","8"
"25","1"
"26","22"
"27","8"
"28","20"
"29","13"
"30","14"
"31","23"
"32","3"
"33","16"
"34","10"
"35","19"
"36","6"
"37","19"
"38","8"
"39","15"
"40","7"
"41","11"
"42","13"
"43","15"
"44","13"
"45","13"
"46","12"
"47","14"
"48","12"
"49","0"
"50","7"
"51","3"
"52","21"
"53","12"
"54","16"
"55","6"
"56","23"
"57","9"
"58","17"
"59","14"
"60","7"
"61","2"
"62","11"
"63","5"
"64","18"
"65","6"
"66","14"
"67","20"
"68","12"
"69","21"
"70","24"
"71","25"
"72","25"
"73","8"
"74","10"
"75","18"
"76","15"
"77","17"
"78","2"
"79","19"


"Confusion Matrix"
"Act\Pre","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","U","V","W","X","Y","Z"
"A","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"B","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"C","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"E","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"G","0","0","1","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"H","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"I","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"K","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"L","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"N","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0"
"O","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"P","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"Q","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"R","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"S","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"T","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"U","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"V","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1"
"X","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Y","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0"
"Z","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0"


"Precision"
"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","U","V","W","X","Y","Z"
"1.0","0.3333333333333333","0.75","0.5","0.0","0.5","0.4","0.6666666666666666","0.6","1.0","0.5","1.0","0.2","0.5","0.5","0.25","0.6666666666666666","0.75","0.6666666666666666","0.3333333333333333","0.3333333333333333","0.0","0.5","0.6666666666666666","0.5","0.0"
"Recall"
"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","U","V","W","X","Y","Z"
"0.5","0.5","0.75","0.3333333333333333","0.0","0.5","0.5","0.6666666666666666","1.0","0.25","0.3333333333333333","1.0","0.3333333333333333","0.5","0.6666666666666666","0.3333333333333333","0.6666666666666666","0.75","0.6666666666666666","0.5","0.3333333333333333","0.0","0.3333333333333333","1.0","0.3333333333333333","0.0"

"F1-Measures"
"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","U","V","W","X","Y","Z"
"0.6666666666666666","0.4","0.75","0.4","0.0","0.5","0.4444444444444445","0.6666666666666666","0.7499999999999999","0.4","0.4","1.0","0.25","0.5","0.5714285714285715","0.28571428571428575","0.6666666666666666","0.75","0.6666666666666666","0.4","0.3333333333333333","0.0","0.4","0.8","0.4","0.0"

"Accuracy","0.5063291139240507"
"F1-Macro","0.47698412698412695"
"F1-Weighted","0.5014667470363674"

"Param grid tested:"
"{'criterion': ['gini', 'entropy'], 'max_depth': [10, None], 'min_samples_split': [2, 3], 'min_impurity_decrease': [0, 1, 2, 3], 'class_weight': [None, 'balanced']}"
"Chosen best params:"
"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'min_impurity_decrease': 0, 'min_samples_split': 2}"
